序号,单词,翻译,美式音标,英式音标
26683,understatement,"n.保守的陈述,掩饰",[ˈʌndɚstetmənt],[ʌndəˈsteɪtmənt]
26684,understood,vbl.understand的过去式和过去分词,[ˌʌndɚˈstʊd],[ʌndə(r)ˈstʊd]
26685,understudy,"n.预备演员,替角,代替之人v.练习做临时演员",[ˈʌndɚstʌdi],[ˈʌndəstʌdɪ]
26686,undertake,"vt.承担,担任,许诺,保证v.采取",[ˌʌndɚˈtek],[ˌʌndəˈteɪk]
26687,undertaken,vbl.undertaked的过去分词,[ˌʌndəˈtekən],[ˌʌndəˈteɪkən]
26688,undertaker,"n.承办者,承担者",[ˈʌndɚtekɚ],[ˈʌndəteɪkə(r)]
26689,undertaking,"n.事业,企业,承诺,保证,殡仪业",[ˌʌndɚˈtekɪŋ],[ˌʌndəˈteɪkɪŋ]
26690,undertone,"n.低音,小声,浅色",[ˈʌndɚton],[ˈʌndətəʊn]
26691,undertook,vbl.undertake的过去式,[ˌʌndɚˈtʊk],[ˌʌndəˈtuk]
26692,undertow,n.回头浪,[ˈʌndɚtoʊ],[ˈʌndətəʊ]
26693,underuse,"vt.未充分利用(设施等),浪费地使用,使用...不当",[ˌʌndəˈjus],[ʌndəˈju:z]
26694,underutilize,vt.未充分使用,[ˌʌndəˈjutlaɪz],[ʌndəˈju:tɪlaɪz]
26695,undervalue,v.低估,[ˌʌndɚˈvælju],[ˌʌndəˈvælju:]
26696,underwater,"adj.在水下的,在水中的adv.在水下,在水线以下n.(海洋等)水面下的水",[ˌʌndɚˈwɔtɚ],[ˈʌndəˈwɔ:tə]
26697,underway,"adj.起步的,进行中的,航行中的",[ˌʌndɚˈwe],[ˈʌndəˈweɪ]
26698,underwear,n.内衣裤,[ˈʌndɚwer],[ˈʌndəweə]
26699,underweight,"n.重量不足,不符合要求的重量adj.重量不足的",[ˌʌndɚˈwet],[ˌʌndəˈweɪt]
26700,underwent,vbl.undergo的过去式,[ˌʌndɚˈwɛnt],[ˌʌndəˈwent]
26701,underworld,n.黑社会,[ˈʌndɚwɚld],[ˈʌndəwɜ:ld]
26702,underwrite,"vt.签在...下,给...保险,签名,承诺支付vi.经营保险业",[ˌʌndɚˈraɪt],[ʌndəˈraɪt]
26703,underwriter,"n.保险业者,承诺支付者,保险商",[ˈʌndɚˌraɪtɚ],[ˈʌndəraɪtə]
26704,underwriting,n.保险业,[ˈʌndɚˌraɪtɪŋ],[ˈʌndəˌraɪtɪŋ]
26705,undeserved,"adj.不应得的,不该受的,冤枉的",[ˌʌndɪˈzɝvd],[ˌʌndɪˈzɜ:vd]
26706,undeserving,adj.不值得...的,[ˌʌndɪˈzɚvɪŋ],[ˌʌndɪˈzɜ:vɪŋ]
26707,undesirable,"adj.不合需要的,不受欢迎的,令人不快的",[ˌʌndɪˈzaɪrəbəl],[ˌʌndɪˈzaɪərəbl]
26708,undetected,"adj.未被发现的,未被识破的",[ˌʌndɪˈtektɪd],[ˈʌndɪˈtektɪd]
26709,undeveloped,"adj.不发达的,未开发的",[ˌʌndɪˈveləpt],[ʌndɪˈveləpt]
26710,undigested,"adj.未经消化的,未经整理的",[ˌʌndəˈdʒɛstɪd],[ˈʌndɪˈdʒestɪd]
26711,undignified,"adj.不庄重的,无威严的,有损尊严的",[ʌnˈdɪɡnəˌfaɪd],[ʌnˈdɪɡnɪfaɪd]
26712,undiluted,"adj.未搀水,未冲淡的,纯粹的",[ˌʌndaɪˈlutɪd],[ˌʌndaɪˈlu:tɪd]
26713,undirected,"adj.未受指导的,无收件人姓名的",[ˌʌndəˈrektɪd],[ˌʌndəˈrektɪd]
26714,undisciplined,"adj.无训练的,训练不足的,无修养的,任性的",[ˌʌnˈdɪsəplɪnd],[ˌʌnˈdɪsəplɪnd]
26715,undiscovered,"adj.未被发现的,隐藏的",[ˌʌndɪsˈkʌvɚd],[ˌʌndɪsˈkʌvəd]
26716,undiscussed,adj.未讨论过的 未辩论过的,[ˌʌndɪsˈkʌst],[ˌʌndɪsˈkʌst]
26717,undisguised,"adj.无伪装的,不戴假面具的,公开的",[ˌʌndɪsˈɡaɪzd],[ˈʌndɪsˈɡaɪzd]
26718,undismayed,adj.不泄气的,[ˌʌndɪsˈmed],[ˌʌndɪsˈmeɪd]
26719,undisputable,"adj.无可置否的,无疑问的",[ˌʌndɪˈspjutəbəl],[ˈʌndɪsˈpju:təbl]
26720,undisputed,"adj.无可置辩的,无异议的",[ˌʌndɪˈspjutɪd],[ˌʌndɪˈspju:tɪd]
26721,undistinguishable," /adv.难辨别地/IFEbl/adj.难辨别的,难区分的",[ˌʌndɪsˈtɪŋgwɪʃəbəl],[ˈʌndɪsˈtɪŋgwɪʃəbl]
26722,undistinguished,"adj.未经区分的,听(看)不清的,普通的,平凡的",[ˌʌndɪˈstɪŋɡuɪʃt],[ˌʌndɪˈstɪŋgwɪʃt]
26723,undistorted,"adj.未失真的,不偏激的",[ˌʌndɪsˈtɔtɪd],[ˌʌndɪsˈtɔ:tɪd]
26724,undistracted,"adj.不分心的,注意力集中的,心神不烦乱的",[ˌʌndɪˈstræktɪd],[ˌʌndɪsˈtræktɪd]
26725,undisturbed,"adj.没受到干扰的,安静的,镇定的",[ˌʌndɪˈstɚbd],[ˌʌndɪˈstɜ:bd]
26726,undivided,"adj.未分开的,专一的,专心的",[ˌʌndɪˈvaɪdɪd],[ˈʌndɪˈvaɪdɪd]
26727,undo,"vt.解开,松开v.取消 撤消",[ʌnˈdu],[ʌnˈdu:]
26728,undocumented,"adj.无正式文件的,无事实证明的",[ˌʌnˈdɑkjʊmentɪd],[ˌʌnˈdɒkjumentɪd]
26729,undoing,"n.解开,复旧,毁灭,取消",[ʌnˈduɪŋ],[ʌnˈdu:ɪŋ]
26730,undone,"adj.未完成的,破灭的 vbl.undo的过去分词",[ʌnˈdʌn],[ʌnˈdʌn]
26731,undoubted,"adj.无疑的,确实的",[ʌnˈdaʊtɪd],[ʌnˈdaʊtɪd]
26732,undoubtedly,"adv.无庸置疑地,的确地",[ʌnˈdaʊtɪdli],[ʌnˈdaʊtɪdlɪ]
26733,undress,"vt.使脱衣服,暴露,使卸去装饰vi.脱衣服n.便服,晨衣",[ʌnˈdrɛs],[ˈʌnˈdres]
26734,undue,adj.不适当的,[ˌʌnˈdu],[ˌʌnˈdju:]
26735,undulate,"v.波动,起伏,成波浪形adj.波浪形的,起伏的",[ˈʌndʒəlet],[ˈʌndjuleɪt]
26736,unduly,"adv.不适当地,过度地,不正当地",[ˌʌnˈduli],[ʌnˈdju:lɪ]
26737,undutiful,"adj.未尽职的,不顺从的,不孝的",[ʌnˈdjutɪfəl],[ʌnˈdju:tɪfəl]
26738,unearned,"adj.不劳而获的,自然得到的,不相称的,不应得的",[ˌʌnˈɝnd],[ˌʌnˈɜ:nd]
26739,unearth,v.掘出,[ʌnˈɚθ],[ʌnˈɜ:θ]
26740,unearthly,"adj.非尘世的,神秘的,怪异的,理想的",[ʌnˈɚθli],[ʌnˈɜ:θlɪ]
26741,unease,"n.不舒适,不安",[ʌnˈi:z],[ʌnˈi:z]
26742,uneasily,"adv.不安地,担心地,不自在地,不稳定地",[ʌnˈizɪli],[ʌnˈi:zɪlɪ]
26743,uneasiness,n.不安,[ʌnˈizɪnɪs],[ʌnˈi:zɪnəs]
26744,uneasy,"adj.心神不安的,不自在的,不稳定的,不舒服的adv.心神不安地,不自在地,不稳定地",[ʌnˈizi],[ʌnˈi:zɪ]
26745,uneconomical,"adj.不经济的,浪费的",[ˌʌnˌikəˈnɑmɪkl],[ˌʌnˌi:kəˈnɒmɪkl]
26746,uneducated,"adj.没有受过教育的,无知的",[ʌnˈɛdʒəketɪd],[ʌnˈedju:keɪtɪd]
26747,unemotional,"adj.不诉诸感情的,非感情的",[ˌʌnɪˈmoʊʃənl],[ˌʌnɪˈməʊʃənl]
26748,unemployed,"adj.失业的,未被利用的",[ˌʌnɛmˈplɔɪd],[ʌnɪmˈplɒɪd]
26749,unemployment,"n.失业,失业人数",[ˌʌnɪmˈplɔɪmənt],[ˈʌnɪmˈplɒɪmənt]
26750,unencumbered,"adj.没有阻碍的,不受妨碍的",[ˌʌnɪnˈkʌmbɚd],[ˌʌnɪnˈkʌmbəd]
26751,unending,"adj.无终止的,不停的,不死的,永恒的,不断的",[ʌnˈɛndɪŋ],[ʌnˈendɪŋ]
26752,unendurable,"adj.无法忍受的,不能忍耐的,不能持久的",[ˌʌnɪnˈdʊərəbl],[ˌʌnɪnˈdjʊərəbl]
26753,unenlightened,"adj.无知的,无偏见的,不文明的,落后的",[ˌʌnɪnˈlaɪtənd],[ˈʌnɪnˈlaɪtnd]
26754,unequal,"adj.不平等的,不同的,不平衡的,不胜任的",[ʌnˈikwəl],[ˈʌnˈi:kwəl]
26755,unequaled,"adj.无敌的,无比的",[ʌnˈikwəld],[ʌnˈi:kwəld]
26756,unequally,"adv.不相等地,不公平地",[ʌnˈikwəli],[ʌnˈi:kwəlɪ]
26757,unequivocal,adj.不含糊的,[ˌʌnɪˈkwɪvəkəl],[ˌʌnɪˈkwɪvəkl]
26758,unerring,"adj.无过失的,正确的",[ʌnˈərɪŋ],[ʌnˈɜ:rɪŋ]
26759,unerringly,"adv.无过失地,正确地",[ʌnˈɜrɪŋli],[ʌnˈɜ:rɪŋlɪ]
26760,unescorted,"adj.无人护送的,无人陪同的,没有护卫的",[ˌʌnɪsˈkɔtɪd],[ˈʌnɪsˈkɔ:tɪd]
26761,unessential,adj.非本质的,[ˌʌnəˈsɛnʃəl],[ˈʌnɪˈsenʃəl]
26762,uneven,"adj.不平坦的,不平均的,不均匀的,奇数的",[ʌnˈivən],[ˈʌni:vən]
26763,unevenly,"adv.不平坦地,不均衡地",[ʌnˈivənli],[ʌnˈi:vnlɪ]
26764,uneventful,"adj.无重大事件的,平凡的,平静无事的",[ˌʌnɪˈvɛntfəl],[ˌʌnɪˈventfl]
26765,unexampled,"adj.无前例的,无可比拟的",[ˌʌnɪgˈzɑmpəld],[ˌʌnɪgˈzɑ:mpld]
26766,unexceptionable,adj.无懈可击的,[ˌʌnɪkˈsɛpʃənəbəl],[ˌʌnɪkˈsepʃənəbl]
26767,unexceptional,"adj.非例外的,普通的",[ˌʌnɪkˈsɛpʃənl],[ˌʌnɪkˈsepʃənl]
26768,unexpected,"adj.想不到的,意外的,未预料到",[ˌʌnɪkˈspɛktɪd],[ˈʌnɪksˈpektɪd]
26769,unexpectedly,"adv.出乎意料地,想不到地",[ˌʌnɪkˈspɛktɪdli],[ˌʌnɪkˈspektɪdlɪ]
26770,unexploited,"adj.未被利用的,未经开发的",[ˌʌnɪkˈsplɔɪtɪd],[ˈʌnɪksˈplɒɪtɪd]
26771,unfailing,"adj.经久不衰的,无穷尽的,可靠的",[ʌnˈfelɪŋ],[ʌnˈfeɪlɪ]
26772,unfailingly,"adv.无穷尽地,可靠地,不倦地",[ʌnˈfelɪŋli],[ʌnˈfeɪlɪŋlɪ]
26773,unfair,adj.不公平的,[ˌʌnˈfer],[ˈʌnˈfeə]
26774,unfaithful,"adj.不诚实的,不忠实的,不准确的",[ʌnˈfeθfəl],[ʌnˈfeɪθful]
26775,unfaltering,"adj.稳步的,坚决的,专心的",[ʌnˈfɔltərɪŋ],[ʌnˈfɔ:ltərɪŋ]
26776,unfamiliar,"adj.新奇的,不熟悉的,没有经验的",[ˌʌnfəˈmɪljɚ],[ˈʌnfəˈmɪljə]
26777,unfamous,"adj.不著名的,不出名的",[ʌnˈfeməs],[ʌnˈfeɪməs]
26778,unfashionable,adj.不流行的,[ʌnˈfæʃənəbəl],[ʌnˈfæʃnəbl]
26779,unfasten,"vt.解开,放松",[ʌnˈfæsn],[ˈʌnˈfɑ:sn]
26780,unfathomable,"adj.深不可测的,无底的,难解的",[ʌnˈfæðəməbəl],[ʌnˈfæðəməbl]
26781,unfathomed,"adj.未探测深度的,无法了解的,未解决的",[ʌnˈfæðəmd],[ˌʌnˈfæðəmd]
26782,unfavorable,"adj.不宜的,不顺利的,相反的,令人不快的",[ʌnˈfevərəbəl],[ʌnˈfeɪvərəbl]
26783,unfeasible,"adj.不能实行的,难实施的",[ʌnˈfizəbl],[ʌnˈfi:zəbl]
26784,unfed,"adj.未得到食物的,未得到支持的",[ʌnˈfɛd],[ʌnˈfed]
26785,unfeeling,adj.无情的,[ʌnˈfilɪŋ],[ʌnˈfi:lɪŋ]
26786,unfeelingly,"adv.无情地,无感觉的",[ʌnˈfilɪŋli],[ʌnˈfi:lɪŋlɪ]
26787,unfeigned,adj.真实的,[ˌʌnˈfend],[ʌnˈfeɪnd]
26788,unfetter,v.解放,[ʌnˈfetə],[ˈʌnˈfetə]
26789,unfettered,"adj.被除去脚镣的,无拘无束的",[ʌnˈfetɚd],[ʌnˈfetəd]
26790,unfinished,"adj.未完成的,未琢磨的,未染色的",[ʌnˈfɪnɪʃt],[ʌnˈfɪnɪʃt]
26791,unfit,"adj.(～ for) 不适宜的,不适当的v.不适合",[ʌnˈfɪt],[ʌnˈfɪt]
26792,unfixed,"adj.解脱的,放松了的,不固定的,没确定的",[ʌnˈfɪkst],[ˈʌnˈfɪkst]
26793,unflappable,"adj.不易惊慌的,镇定的",[ʌnˈflæpəbəl],[ˈʌnˈflæpəbl]
26794,unflinching,"adj.不畏惧的,坚定的",[ʌnˈflɪntʃɪŋ],[ʌnˈflɪntʃɪŋ]
26795,unfold,"vt.打开,显露,开展,阐明vi.伸展,开花,呈现vt.放(羊)出栏",[ʌnˈfoʊld],[ʌnˈfəʊld]
26796,unforced,"adj.非被强迫的,自然的,不勉强的,不费力的",[ʌnˈfɔrst],[ʌnˈfɔ:st]
26797,unforeseen,adj.无法预料的,[ˌʌnfɔrˈsin],[ˌʌnfɔ:ˈsi:n]
26798,unforgettable,"adj.忘不了的,令人难忘的",[ˌʌnfɚˈgetəbl],[ˌʌnfəˈɡetəbl]
26799,unforgiving,"adj.不可宽恕的,不能原谅的",[ˌʌnfɚˈgɪvɪŋ],[ˌʌnfəˈgɪvɪŋ]
26800,unformed,"adj.未成形的,无定型的,未充分发展的",[ˌʌnˈfɔrmd],[ˌʌnˈfɔ:md]
26801,unfortunate,"adj.不幸的,不合宜的,不吉利的,使人遗憾的n.不幸的人",[ʌnˈfɔrtʃənət],[ʌnˈfɔ:tʃənət]
26802,unfortunately,adv.不幸地,[ʌnˈfɔrtʃənətli],[ʌnˈfɔ:tʃənətlɪ]
26803,unfounded,"adj.没有理由的,未建立的",[ʌnˈfaʊndɪd],[ʌnˈfaʊundɪd]
26804,unfrequented,adj.人迹罕到的,[ʌnˈfrikwəntɪd],[ˈʌnfrɪˈkwentɪd]
26805,unfriendly,"adv.不友善地,不利地",[ʌnˈfrɛndli],[ʌnˈfrendlɪ]
26806,unfrock,"vt.剥去法衣,解除僧职",[ʌnˈfrɒk],[ʌnˈfrɒk]
26807,unfurl,"vt.展开,展示,公开,使旗招展vi.打开,展开,显露",[ˌʌnˈfɚl],[ʌnˈfɜ:l]
26808,unfurnished,"adj.无装备的,无家具设备的",[ʌnˈfɝnɪʃt],[ʌnˈfɜ:nɪʃt]
26809,ungainly,"adj.难看的,不象样的,笨拙的adv.笨拙地,难看地,不雅地",[ʌnˈɡenli],[ʌnˈɡeɪnlɪ]
26810,ungodly,adj.不虔诚的,[ʌnˈgɑdli],[ʌnˈɡɒdlɪ]
26811,ungracious,"adj.没有教养的,无礼貌的,不合人意的",[ʌnˈɡreʃəs],[ʌnˈɡreɪʃəs]
26812,ungrateful,adj.不领情的,[ʌnˈɡretfəl],[ʌnˈɡreɪtful]
26813,ungrudging,"adj.慷慨的,情愿的",[ʌnˈgrʌdʒɪŋ],[ˈʌnˈɡrʌdʒɪŋ]
26814,unguarded,adj.没有防备的,[ˌʌnˈgɑrdɪd],[ʌnˈgɑ:dɪd]
26815,unguent,n.油膏,[ˈʌŋɡwənt],[ˈʌŋgwənt]
26816,ungulate,adj.蹄状的n.有蹄类动物,[ˈʌŋɡjʊlət],[ˈʌŋɡjʊlət]
26817,unhappily,adv.不幸地,[ʌnˈhæpɪli],[ʌnˈhæpɪlɪ]
26818,unhappy,"adj.不幸的,不快乐的,不适当的",[ʌnˈhæpi],[ʌnˈhæpɪ]
26819,unharmed,"adj.未受伤害的,太太平平的",[ʌnˈhɑrmd],[ʌnˈhɑ:md]
26820,unharmful,"adj.无害的,不致伤的",[ʌnˈhɑmfl],[ʌnˈhɑ:mfl]
26821,unharmonious,adj.=inharmonious,[ʌnhɑˈmoʊnɪəs],[ʌnhɑ:ˈməunɪəs]
26822,unhealthful,"adj.对身体有害的,不卫生的",[ʌnˈhelθfəl],[ˈʌnˈhelθfəl]
26823,unhealthily,adv.有病地,[ʌnˈhɛlθɪli],[ʌnˈhelθɪlɪ]
26824,unhealthy,"adj.不健康的,对健康有害的",[ʌnˈhɛlθi],[ʌnˈhelθɪ]
26825,unheard,"adj.未听到的,未被倾听的,未知的",[ʌnˈhɚd],[ʌnˈhɜ:d]
26826,unheeded,"adj.未被注意的,被忽视的",[ʌnˈhidɪd],[ʌnˈhi:dɪd]
26827,unhesitatingly,"adv.不踌躇地,坚定地,迅速地",[ʌnˈhɛzɪtetɪŋli],[ʌnˈhezɪteɪtɪŋlɪ]
26828,unhitch,"vt.解开绳子,放松",[ʌnˈhɪtʃ],[ʌnˈhɪtʃ]
26829,unholy,"adj.不神圣的,不洁净的,邪恶的,不合理的",[ʌnˈholi],[ʌnˈhəʊlɪ]
26830,unhook,"vt.从...取下,解开",[ʌnˈhuk],[ʌnˈhʊk]
26831,unhuman,"adj.非人类的,无人类属性的",[ʌnˈhjumən],[ˈʌnˈhju:mən]
26832,unhurt,"adj.没有受伤的,未受损的",[ʌnˈhɚt],[ˈʌnˈhɜ:t]
26833,unicef," United Nations International Children'sEmergency Fund,联合国儿童基金会",[ˈju:nɪsef],[ˈju:nɪsef]
26834,unicellular,adj.单细胞的,[ˌjunɪˈsɛljəlɚ],[ˌju:nɪˈseljələ(r)]
26835,unicorn,"n.独角兽,麒麟",[ˈjunɪkɔrn],[ˈju:nɪkɔ:n]
26836,unicycle,n.单轮脚踏车,[ˈjunɪˌsaɪkəl],[ˈju:nɪsaɪkl]
26837,unidentifiable,"adj.无法辨认的,无法识别的,无法鉴定的",[ˌʌnaɪˈdɛntɪfaɪəbl][ˌʌnaɪˈdentɪfaɪəbl],[ˌʌnaɪˈdentɪfaɪəbl]
26838,unidentified,adj.未经确认的,[ˌʌnaɪˈdentɪfaɪd],[ˌʌnaɪˈdentɪfaɪd]
26839,unidirectional,"adj.单向的,单向性的",[ˌjunɪdəˈrɛkʃənəl],[ˌju:nɪdɪˈrekʃənəl]
26840,unification,"n.统一,合一,一致",[ˌjunɪfɪˈkeʃn],[ˌju:nɪfɪˈkeɪʃən]
26841,uniform,"adj.统一的,相同的,一致的,始终如一的,均衡的n.制服vt.使成一样,使穿制服",[ˈjunɪfɔrm],[ˈju:nɪfɔ:m]
26842,uniformity,"n.同样,一式,一致,均匀",[ˌjunɪˈfɔməti],[ˌju:nɪˈfɔ:mɪtɪ]
26843,uniformly,"adv.一律地,均一地",[junəˈfɔrmli],[ˈju:nɪfɔ:mlɪ]
26844,unify,"vt.统一,使成一体",[ˈjunɪˌfai],[ˈju:nɪfaɪ]
26845,unilateral,"adj.单方面,单边的,片面的,单系,[植]单侧的,[语]单边音",[ˌjunəˈlætərəl],[ˌju:nɪˈlætrəl]
26846,unilateralism,"n.单方,片面",[ˌjunəˈlætərəˌlɪzəm],[ˌju:nɪˈlætrəlɪzəm]
26847,unilingual,"adj.只用一种语言的,统一使用一种语言的",[ˌjunɪˈlɪŋgwəl],[ˌju:nɪˈlɪŋgwəl]
26848,unimaginable,"adj.,想不到的,不可思议的",[ˌʌnɪˈmædʒɪnəbl],[ˌʌnɪˈmædʒɪnəbl]
26849,unimaginative,"adj.缺乏想象力的,无趣的",[ˌʌnɪˈmædʒɪnətɪv],[ˌʌnɪˈmædʒɪnətɪv]
26850,unimagined,adj.没有想到过的 从未设想过的 无法想象的,[ˌʌnɪˈmædʒɪnd],[ˌʌnɪˈmædʒɪnd]
26851,unimodal,"adj.[统](频率曲线或分布)单峰的,(现象或性质) 用单峰分布描述的",[ˈjunɪˈmoʊdl],[ˈju:nɪˈməʊdl]
26852,unimpassioned,"adj.没有激情的,不感情用事的,平静的",[ˌʌnɪmˈpæʃənd],[ˌʌnɪmˈpæʃənd]
26853,unimpeachable,"adj.无懈可击的,无可指责的,无过失的,无可怀疑的",[ˌʌnɪmˈpitʃəbəl],[ˌʌnɪmˈpi:tʃəbl]
26854,unimportant,"adj.不重要的,琐碎的",[ˌʌnɪmˈpɔrtnt],[ˈʌnɪmˈpɔ:tənt]
26855,unimpressive,"adj.不令人信服的,无印象的,印象淡薄的",[ˌʌnɪmˈpresɪv],[ˌʌnɪmˈpresɪv]
26856,unimproved,"adj.(土地)未加改良的,未耕种的",[ˌʌnɪmˈpruvd],[ˈʌnɪmˈpru:vd]
26857,uninformative,"adj.不提供信息(或资料)的,不增进知识的,不增长见闻的",[ˌʌnɪnˈfɔrmətɪv],[ˌʌnɪnˈfɔ:mətɪv]
26858,uninformed,"adj.未被通知的,未获情报,无生气的",[ˌʌnɪnˈfɔrmd],[ʌnɪnˈfɔ:md]
26859,uninhabited,"adj.无人居住的,杳无人迹的",[ˌʌnɪnˈhæbɪtɪd],[ˈʌnɪnˈhæbɪtɪd]
26860,uninjured,"adj.未蒙损失的,未受伤害的",[ʌnˈɪndʒɚd],[ʌnˈɪndʒə(r)d]
26861,uninspired,"adj.未赋予灵感的,缺乏创见的,平凡的",[ˌʌnɪnˈspaɪɚd],[ʌnɪnˈspaɪəd]
26862,uninsured,adj.未保险的,[ˌʌnɪnˈʃʊrd],[ˌʌnɪnˈʃʊəd]
26863,unintelligent,"adj.缺乏才智的,愚钝的,没有智能力的",[ˌʌnɪnˈtɛlədʒənt],[ˌʌnɪnˈtelɪdʒənt]
26864,unintelligible,"adj.难解的,无法了解的,莫明其妙的",[ˌʌnɪnˈtɛlɪdʒəbəl],[ˈʌnɪnˈtelɪdʒəbl]
26865,unintentional,"adj.不是故意的,无心的,无意识的",[ˌʌnɪnˈtɛnʃənəl],[ˈʌnɪnˈtenʃənl]
26866,uninterested,"adj.不感兴趣的,无利害关系的,无关系的",[ʌnˈɪntrɪstɪd],[ʌnˈɪntrəstɪd]
26867,uninteresting,"adj.无趣的,令人厌倦的",[ʌnˈɪntrɪstɪŋ],[ʌnˈɪntrəstɪŋ]
26868,uninterrupted,"adj.不停的,连续的,未受干扰的,不间断的",[ˌʌnˌɪntəˈrʌptɪd],[ˌʌnˌɪntəˈrʌptɪd]
26869,uninvited,"adj.未被邀请的,未经请求的",[ˌʌnɪnˈvaɪtɪd],[ˌʌnɪntˈvaɪtɪd]
26870,uninviting,"adj.不动人的,无魅力的,讨厌的",[ˌʌnɪnˈvaɪtɪŋ],[ˈʌnɪnˈvaɪtɪŋ]
26871,union,"n.联合,合并,结合,联盟,协会",[ˈjunjən],[ˈju:njən]
26872,unionism,"n.联合的原则,工会主义,联合主义,联邦主义",[ˈjunɪənɪzəm],[ˈju:nɪənɪzəm]
26873,unionist,"n.联合主义者,工会会员,工会主义者",[ˈjunjənɪst],[ˈju:nɪənɪst]
26874,unionization,"n.联合,结合",[ˌjunɪrnaɪˈzeʃn],[ˌju:nɪənaɪˈzeɪʃn]
26875,unionize,"v.统一,成立工会",[ˈjunɪrnaɪz],[ˈju:nɪənaɪz]
26876,unique,"adj.唯一的,独特的",[juˈnik],[ju:ˈni:k]
26877,uniquely,"adv.独特地,唯一地,珍奇地",[jʊˈnikli],[juˈni:klɪ]
26878,unisex,adj.男女皆宜的,[ˈjunɪˌsɛks],[ˈju:nɪseks]
26879,unison,"n.调和,和谐,一致,齐唱,齐奏adj.[音]同度的,同音的",[ˈjunɪsən],[ˈju:nɪsn]
26880,unisonous,"adj.和谐的,协调的,[音]同度的",[juˈnɪsənəs],[ju:ˈnɪsənəs]
26881,unit,"n.个体,(计量)单位,(军队的)部队单位,[数学]最小的整数",[ˈjunɪt],[ˈju:nɪt]
26882,unitary,"adj.一元的,单一的,归一的,整体的,[数]单式的",[ˈjunəteri],[ˈju:nətrɪ]
26883,unite,"v.联合,团结",[juˈnaɪt],[juˈnaɪt]
26884,united,"adj.联合的,团结的,一致的",[juˈnaɪtɪd],[juˈnaɪtɪd]
26885,units,n.单位 /n.单位/图片,[ˈjunɪts],[ˈju:nɪts]
26886,unity,"n.团结,联合,统一,一致",[ˈjunɪti],[ˈju:nɪtɪ]
26887,universal,"adj.普遍的,全体的,通用的,宇宙的,世界的",[ˌjunɪˈvɚsl],[ˌju:nɪˈvɜ:səl]
26888,universality,"n.普遍性,一般性,多方面性,广泛性",[ˌjunɪvəˈsæləti],[ˌju:nɪvəˈsælɪtɪ]
26889,universalize,"vt.使一般化,使普遍化",[ˌjunəˈvɜsəlˌaɪz],[ˌju:nɪˈvɜ:səlaɪz]
26890,universally,"adv.普遍地,全体地,到处",[ˌjunɪˈvɚsəli],[ˌju:nɪˈvɜ:səlɪ]
26891,universe,"n.宇宙,世界,万物,领域",[ˈjunɪvɚs],[ˈju:nɪvɜ:s]
26892,university,n.(综合)大学,[ˌjunɪˈvɚsəti],[ˌju:nɪˈvɜ:sɪtɪ]
26893,univocal,"adj.单一意思的,意义明确的",[juˈnɪvəkəl],[ˌju:nɪˈvəʊkəl]
26894,unjust,adj.不公平的,[ʌnˈdʒʌst],[ˈʌnˈdʒʌst]
26895,unjustifiable,"adj.不合道理的,无法辩护的,不能分辩的",[ʌnˈdʒʌstəˌfaɪəbəl],[ʌnˈdʒʌstɪfaɪəbl]
26896,unjustly,"adv.不义地,不法地",[ˌʌnˈdʒʌstli],[ˌʌnˈdʒʌstlɪ]
26897,unkind,"adj.不仁慈的,刻薄的,无情的,不体谅的,不厚道的,不亲切的",[ʌnˈkaɪnd],[ʌnˈkaɪnd]
26898,unknowable,"adj.不能知道的,不可知的",[ʌnˈnoʊəbl],[ʌnˈnəʊəbl]
26899,unknowingly,adv.不知不觉地,[ʌnˈnoʊɪŋli],[ʌnˈnəʊɪŋlɪ]
26900,unknown,"adj.不知道的,未知的n.不知名的",[ˌʌnˈnoʊn],[ˈʌnˈnəʊn]
26901,unlawful,"adj.非法的,私生的",[ʌnˈlɔfəl],[ʌnˈlɔ:ful]
26902,unlearn,v.忘却,[ˌʌnˈlɚn],[ˌʌnˈlɜ:n]
26903,unlearned,"adj.无学问的,无教育的,不熟练的,天然的,没学好的n.没有文化的人们",[ʌnˈlɝnɪd],[ˈʌnˈlɜ:nd]
26904,unleash,v.释放,[ʌnˈliʃ],[ʌnˈli:ʃ]
26905,unleavened,"adj.未经发酵的,没放酵粉的,未受激发的",[ʌnˈlɛvənd],[ʌnˈlevnd]
26906,unless," conj.如果不,除非",[ʌnˈlɛs],[ʌnˈles]
26907,unlettered,"adj.无字的,未受教育的,无学问的,文盲的",[ˌʌnˈletɚd],[ˈʌnˈletəd]
26908,unlicensed,"adj.没有执照的,未经当局许可的,无节制的",[ʌnˈlaɪsənst],[ʌnˈlaɪsnst]
26909,unlighted,adj.未被照亮的 未被点燃的,[ʌnˈlaɪtɪd],[ʌnˈlaɪtɪd]
26910,unlike,"adj.不同的,不相似的 prep.不象...,和...不同",[ʌnˈlaɪk],[ˈʌnˈlaɪk]
26911,unlikely,"adj.未必的,不太可能的,靠不住的",[ʌnˈlaɪkli],[ʌnˈlaɪklɪ]
26912,unlimited,"adj.无限的,无约束的",[ʌnˈlɪmɪtɪd],[ʌnˈlɪmɪtɪd]
26913,unlisted,"adj.未列于表格的,未上市的",[ʌnˈlɪstɪd],[ʌnˈlɪstɪd]
